Title,Year Released,Media Type,Movie Duration,Audience Rating,Audience Vote Count,Metacritic Score,Plot Description
1242. Heyy Babyy,2007,MOVIE,2h 24m,6.1,16K,NA,Three bachelors who are compulsive womanizers find their lives turned upside down when a baby is left at their doorstep. The trio suspect each other of being the father.
1243. Kites,2010,MOVIE,2h 3m,6.0,14K,62,"A wounded man searches for his sweetheart in the Mexican desert while on the run from the police, bounty hunters, and others."
1244. Monsoon Shootout,2013,MOVIE,1h 32m,6.6,1.5K,NA,"As heavy rains lash Mumbai, a cop on his first assignment faces a life altering decision when he must decide whether to shoot a suspect or not."
1245. Paramavatar Shri Krishna,2017–2020,TV SERIES,NA,5.6,75,NA,Reminisce the naughtiness and enchanting ways of Krishna.
1246. Jassi King - The FAKR,2020–,TV SERIES,NA,8.6,7,NA,The plot revolves around the musician Jassi King. Romance enters into his music-filled life and girls have been strong fans of his talents. Things take a twist when a new girl enters the life of Jassi King.
1247. Pyaar Tune Kya Kiya,2014–,TV SERIES,NA,7.4,92,NA,This drama is generally based on different love story around india that goes through 8 seasons have been aired yet
1248. Daku Ramkali,2000,MOVIE,2h 14m,6.0,29,NA,"Sher Singh and Arjun Singh are identical twin brothers. Arjun is an honest police officer but Sher Singh becomes a dacoit under the influence of Bajrang and his gang. Sher Singh's daughter Champa and Arjun Singh's daughter Raamkali are also twins. Bajrang's goon Dhanraj kills Arjun Singh, and he falsely blames on Sher Singh. Sher Singh becomes imprisoned and escapes from jail. Although he tries to kill Dhanraj but Dhanraj kills him. In the meantime Champa falls in love with Dhanraj's son Shankar who is a police also. Raamkali want to take revenge her father Arjun's death and turget Dhanraj.[5]"
1249. Maal Paani Sexy Sauda,2022–,TV SERIES,NA,7.8,9,NA,NA
1250. Talaash: The Hunt Begins...,2003,MOVIE,2h 33m,4.3,1.6K,NA,-The Hunt Begins- For them it was revenge. For him it was a challenge. A timeless ride on a ferocious mission.
1251. Jism,2003,MOVIE,2h 16m,5.3,2.3K,NA,When an unemployed man falls for a wealthy woman and he is willing to do whatever he must to get her away from her abusive husband.
1252. Rehnaa Hai Terre Dil Mein,2001,MOVIE,2h 40m,7.5,9.2K,NA,"Maddy impersonates Rajeev, the person his love interest, Reena, is about to marry and attempts to woo her. However, he is unprepared for the moment when the truth will be revealed."
1253. Mumbai Saga,2021,MOVIE,2h 15m,5.8,9.9K,NA,The plot of the movie is set in the era of the 80s and 90s which were marked as a transformed period of Mumbai.
1254. Murder in Agonda,2022–,TV SERIES,NA,6.0,284,NA,"Sub Inspector Sanket Salelkar investigates his first murder case involving Mala Coutinho, found dead in her 200-year-old Portuguese villa. Seeming straightforward, his sister Sarla brings unexpected news."
1255. Sapna Babul Ka.... Bidaai,2007–2010,TV SERIES,NA,5.1,271,NA,The trials and tribulations of sisters Ragini and Sadhna. Ragini and Sadhna are different in terms of beauty.
1256. Tharki Chotu,2020–,TV SERIES,NA,5.4,5,NA,NA
1257. Rock On!!,2008,MOVIE,2h 25m,7.7,23K,NA,Four friends reunite to relive their moments of glory as a rock band.
1258. Dr. Cabbie,2014,MOVIE,1h 41m,6.0,3.9K,NA,"An Indian doctor emigrates to Canada in the hope of starting a new life, but bureaucracy confines him to life as a taxi driver. When he cannot suppress his desire to practice medicine, he begins illegally treating patients from his cab."
1259. Rasmalai,2021–,TV SERIES,NA,NA,NA,NA,The Story of office Politics with the flavor of Love and Romance. Girl falls in the Trap of Game play of Boss. But who is the Main conspirator behind all this.
1260. Malhar,2024,MOVIE,1h 43m,6.9,11,NA,"In a remote Kutch village, three interconnected stories unfold. Two friends battle to repair a hearing aid. Jasmine and Jatin, from different faiths, face obstacles in their love. Newly-wed Kesar endures pressure to conceive from her law."
1261. Sanki Painter,2023–,TV SERIES,NA,NA,NA,NA,NA
1262. Yodha,1991,MOVIE,2h 22m,4.5,274,NA,Karan a respected lawyer has many enemies including Suraj due to his honesty.Justice Agnihotri is Karan's idol but conducts his illegal activities by name of Daga.Daga takes advantage of Karan and Suraj's rivalry making them sore enemies.
1263. Anju or Manju,2024–,TV SERIES,NA,NA,NA,NA,"A caring father is worried about own daughter, who left alone after goes at marriage function of relatives. One Day his family friend ready for help them. After some day his servant found something, who full filled his dream. So guys watch this full series for know everything."
1264. Code Name: Tiranga,2022,MOVIE,2h 17m,3.3,3K,NA,The story of a spy on an unfaltering and fearless mission for her nation in a race against time where sacrifice is her only choice.
1265. Best of Luck Nikki,2011–2016,TV SERIES,NA,8.5,1.8K,NA,Dolly creates a video diary about their family and friends containing advice for Nikki when she grows up.
1266. Garmi,2022–,TV SERIES,NA,7.6,7,NA,NA
1267. Hate Story,2012,MOVIE,2h 20m,5.3,4K,NA,"After a powerful businessman has her baby forcefully aborted, Kaavya Krishna uses her body as a sexual weapon to destroy his empire, brick by brick."
1268. Nasha,2013,MOVIE,2h 2m,3.2,1.4K,NA,"A teenage boy becomes smitten with his new drama teacher and pursues her, despite the perilous risks of being found out."
1269. Mausam,2011,MOVIE,2h 41m,4.8,5.7K,NA,"A war, religious conflicts, and misunderstandings create obstacles for a couple of different faiths."
1270. D-Day,2013,MOVIE,2h 33m,7.2,10K,NA,A team of experts dispatched to bring in The Most Wanted Man in India almost achieve the unthinkable ... until something goes horribly wrong.
1271. Kaal,2005,MOVIE,2h 6m,4.7,6K,NA,"A tiger expert, his wife, two tourists and a village chief engage in a battle for survival against supernatural beasts within Jim Corbett National Wildlife Park."
1272. My Big Fat Bride,2015,MOVIE,1h 49m,7.5,21K,NA,Prem and his oversized wife Sandhya are supposed to spend a lifetime together. Will a regular arranged marriage turn out to be a perfect mismatch?
1273. The Bride of Badrinath,2017,MOVIE,2h 19m,6.1,14K,NA,Badrinath is looking for a typical bride; Vaidehi is looking for an independent life. Together they must break with tradition and redefine their role.
1274. 1942: A Love Story,1994,MOVIE,2h 37m,7.2,3.7K,NA,"A young Indian couple, both from wealthy backgrounds, find themselves caught up in the 1940's Indian revolutionary movement against their families whom are under the thumb a sadistic British general."
1275. Golmaal Returns,2008,MOVIE,2h 15m,5.2,9.2K,NA,"A man is sandwiched between his over possessive wife and a police inspector, where he is suspected for adultery and murder."
1276. Aatma,2023–,TV SERIES,NA,NA,NA,NA,NA
1277. SK Sir Ki Class,2023–,TV SERIES,NA,8.2,7.5K,NA,NA
1278. Na Tum Jaano Na Hum,2002,MOVIE,2h 38m,4.9,3.1K,NA,A romantically inclined couple decide to get to know each other through letters without disclosing their identities.
1279. 15th August,1993,MOVIE,2h 48m,5.7,29,NA,A man kills a military officer. The officer's brother vows to destroy the killer.
1280. Behen Hogi Teri,2017,MOVIE,2h 8m,5.6,2.4K,NA,A jobless youngster has to fight with criminal rivals who come to snatch away his neighborhood lady love as a bride and also his family which seems not to take note of his feelings towards the girl next door.
1281. Mr. & Mrs. Khiladi,1997,MOVIE,2h 13m,6.3,6.7K,NA,A slacker (Akshay Kumar) must impress a wealthy man to marry her daughter (Juhi Chawla).
1282. Rang,1993,MOVIE,2h 30m,4.7,278,NA,"Although Suchitra has been marry to Madhav Singh for years she has always been conscious about maintaining a slim figure which in her believe will make her look young. She watched helplessly as her only daughter, Indu get married without her consent to Ajay Malhotra while both are proud parents to two daughters, Pooja and Kaajal. Suchitra and Indu manage a business but there methods of exploiting workers are unacceptable to Ajay who decides to leave the house with Pooja. Years later Ajay return and is now elected as the managing director of the business only to invite the wrath of his mother-in-law and estranged wife. While Kaajal have matured and is in love with her fellow collegian, Yogi Joshi - unknown to her that Pooja also have feelings for Yogi - it is this love triangle that will bring the two sisters face to face with their parents changing lives forever."
1283. Rangrasiya,2013–2014,TV SERIES,NA,6.9,938,NA,Rangrasiya tells us the story of a village girl from a rural village in Rajasthan and an BSD officer...who are met at an encounter by BSD army.
1284. Shagird,2011,MOVIE,2h 23m,7.0,2.3K,NA,"A rookie cop questions the tactics of his superior, and attempts to track the abductors of his girlfriend."
1285. Raju Ban Gaya Gentleman,1992,MOVIE,2h 32m,6.7,8.4K,NA,"Raju comes to Bombay chasing his dreams, but keeps losing out on opportunities. His love, Renu helps him find a job. Success goes to his head until one day a tragic accident destroys his reputation."
1286. Dil Aashna Hai (...The Heart Knows),1992,MOVIE,2h 44m,4.9,1.8K,NA,"Laila, brought up in a brothel, is a cabaret dancer in Digvijay Singh's five star hotel. One day, her dying mother informs her that she is adopted. Laila is aided by Karan in her search for the mother."
1287. Meri Durga,2017–2018,TV SERIES,NA,7.8,29,NA,"Yashpal is illiterate and works as a peon in a school. Despite no social encouragement for female education, Yashpal aspires to educate his daughter, Durga, But Durga's calling lies elsewhere."
1288. Suhaagan,2023–,TV SERIES,NA,5.6,19,NA,"Bindiya and her younger sister, Payal live on a farm that their relatives plan to seize. How soon will they find out the true intentions of their family members? The Older sibling rise above the hardships in search of a better life."
1289. Hum,1991,MOVIE,3h 4m,6.9,3.4K,NA,"A dockworker overthrows the tyranny of a cruel gangster but has to run away to make a new life for himself and his brothers. Fifteen years later, his past catches up with him as his old enemy resurfaces."
1290. The Village,2023–,TV SERIES,NA,5.4,1.1K,NA,A stranded urbanite and his three unlikely companions brave an eerie village with a sinister past to rescue his missing family in one night.
1291. Daman,2022,MOVIE,2h 1m,8.8,14K,NA,"The film is set in 2015. Sid, is a young doctor who completed his MBBS has been posted to the cut-off area of Malkangiri district Odisha having 151 villages & infamous for Naxals dominance & no basic facilities. It's a real life tale of perseverance & dedication."
1292. Matsya Kaand,2021,TV SERIES,NA,8.6,6.8K,NA,"A master of disguise, a charmer, and a smooth talker - this is a story about genius conman Matsya Thada. Fate throws him a curveball when a cunning and ruthless cop wants to apprehend him at any cost."
1293. Galti,2021,MOVIE,NA,6.0,13,NA,"Galti is a 2019 Hindi erotic thriller film featuring Arun Kant Yadav, Mohan G Mahto and Anushka Shrivastava. The movie, directed by Bande Prasad and Produced by Mohan G Mahto and Santosh Vishwakrma under their banners Arts Productions and Om Art respectively. shoot in 35 days Nepal and Mumbai. It is based on the story of a girl living in a Ranchi, and two guys who fall in love with her.film released on 12 April 2019."
1294. Surprise Fliz Movies,2019,TV SERIES,NA,NA,NA,NA,NA
1295. Yaarana,1981,MOVIE,2h 18m,6.9,2K,NA,"Bishan loses his fortune while helping his friend Kishan in his singing career. Now successful, would Kishan return the favour?"
1296. Aadha Ishq,2022–,TV SERIES,NA,5.9,12K,NA,"A turbulent romantic drama about an explosive yet incomplete love story. Told through the lens of three complex and intertwined relationships, spanning a decade, two cities and multiple heartbreaks."
1297. Punyashlok Ahilyabai,2021–2023,TV SERIES,NA,7.0,513,NA,"Ahilya decides to build her own temple after an argument with the pandit. On the other hand, Malhar Rao is concerned about his son Khande Rao's laid-back attitude."
1298. Halala,2019,TV SERIES,NA,7.2,389,NA,Halala is a web series based on the practice of Nikaah Halala.
